,logFC,AveExpr,t,P.Value,adj.P.Val,B,Mean_NT,Mean_Angptl3,log2FC_Angptl3_vs_NT
Asah1,-0.18181821,4.390254482,-1.11542277,0.284182883,0.639298775,-5.631917404,22.22387333,19.592372,-0.18181821
Fam234b,-0.181964807,4.055128694,-1.069745382,0.303537639,0.655049963,-5.679197304,17.64389233,15.5531204,-0.181964807
Txnrd3,-0.181966779,2.992751548,-1.368755178,0.193480434,0.546766452,-5.341295641,7.053233333,6.2174284,-0.181966779
Ergic1,-0.182035483,4.934270276,-1.717049147,0.108872231,0.432206619,-4.872577104,31.82376333,28.051326,-0.182035483
Tbcb,-0.1821274,4.673961565,-1.953891921,0.071809751,0.367751219,-4.516284404,26.45577333,23.31818,-0.1821274
Srsf10,-0.182174696,3.701096698,-1.775869768,0.098348215,0.415602621,-4.786630928,13.78000567,12.1453308,-0.182174696
Car15,-0.182263377,0.539540716,-0.179475764,0.860237072,0.952392081,-6.22992675,0.551715177,0.486237206,-0.182263377
Tlr1,-0.182305087,0.820648323,-0.315423978,0.75727564,0.909532463,-6.195292449,0.871156867,0.76774512,-0.182305087
Adamts14,-0.182410839,0.754134123,-0.654195754,0.524003509,0.80124004,-6.028719488,0.758138133,0.66809344,-0.182410839
Stim2,-0.182709977,3.692339578,-1.010501756,0.330071194,0.67777451,-5.738040579,12.58471233,11.0877164,-0.182709977
Arhgef6,-0.182824739,0.872478454,-0.536401077,0.600432512,0.840432378,-6.099333296,1.0103298,0.8900767,-0.182824739
Ago1,-0.182866601,3.346628173,-0.941539184,0.363016367,0.702245838,-5.802913304,10.22596667,9.0085738,-0.182866601
Rbm6,-0.182893574,2.424616632,-1.496703204,0.15754149,0.504148571,-5.177656669,5.065058667,4.4619842,-0.182893574
Thoc3,-0.18299677,4.26445694,-1.895824273,0.079652097,0.382294118,-4.606071076,19.44899,17.132058,-0.18299677
Enpp4,-0.183008199,3.071271987,-0.841651603,0.414682664,0.733365639,-5.889727878,8.488928,7.4775942,-0.183008199
Rbm10,-0.18304206,4.528018617,-1.395520228,0.185449865,0.538133509,-5.307947271,24.46875667,21.55315,-0.18304206
Slc37a3,-0.183164043,3.483836248,-1.185556321,0.256300382,0.612106475,-5.556177433,11.79318233,10.387072,-0.183164043
Pip4k2b,-0.183382209,3.621536822,-1.294008818,0.21741945,0.574120666,-5.431845541,12.15905133,10.7076988,-0.183382209
Zdhhc18,-0.183435533,3.89588358,-2.064127399,0.058831157,0.336381372,-4.34191877,15.61760333,13.752916,-0.183435533
Far2,-0.183552547,0.490118968,-0.426925697,0.676181328,0.875372906,-6.15292663,0.449956023,0.396200708,-0.183552547
Itsn1,-0.183733192,2.010122356,-0.832861002,0.419452361,0.737233305,-5.896952994,3.448599667,3.0362224,-0.183733192
Map4,-0.183994108,2.902833738,-1.177812246,0.259271505,0.615625775,-5.564724221,6.855723667,6.0348372,-0.183994108
Gigyf2,-0.184229149,3.324921497,-1.243999568,0.234722699,0.592236277,-5.490239429,10.38361133,9.1388158,-0.184229149
Zfp869,-0.184231063,4.045149876,-1.511697702,0.15372257,0.499568995,-5.157798444,17.66712333,15.549154,-0.184231063
Chaf1a,-0.184290199,1.022090193,-0.629241567,0.539721502,0.808904613,-6.044779752,1.1542299,1.01581692,-0.184290199
Dpy19l1,-0.184445963,4.574015093,-1.165026733,0.264234906,0.619633446,-5.578736115,27.05824667,23.810904,-0.184445963
Ccdc80,-0.184472114,2.333548451,-0.577898471,0.572871616,0.827669291,-6.075968948,4.597549667,4.04571038,-0.184472114
Exoc6b,-0.18455784,0.93647611,-0.510721042,0.617817252,0.849357295,-6.112957819,1.060321033,0.93299632,-0.18455784
Dnajb6,-0.18479297,4.774405458,-2.473781032,0.027380384,0.237544841,-3.656828406,28.14689333,24.762942,-0.18479297
Bclaf3,-0.184887288,0.934978723,-0.784266189,0.446463339,0.754755469,-5.935657454,0.968535567,0.85203798,-0.184887288
Mvp,-0.18489578,4.083811138,-1.011089056,0.329800166,0.67777451,-5.737471217,18.32395667,16.119816,-0.18489578
Actl6a,-0.185009242,3.451454168,-1.900719653,0.078962148,0.381276932,-4.598559387,10.69613,9.4087806,-0.185009242
Rps15a-ps3,-0.185021334,0.679895148,-0.54217866,0.596555411,0.838830233,-6.096179862,0.706377833,0.62135542,-0.185021334
S100a13,-0.185047233,4.739486832,-0.889777145,0.389207614,0.721390251,-5.848974758,27.35959667,24.066056,-0.185047233
Ece1,-0.185131705,6.876188345,-1.484577244,0.160688108,0.509238051,-5.193614102,126.14305,110.951488,-0.185131705
Neo1,-0.185148953,2.381196748,-1.360472127,0.19602261,0.550294887,-5.351518629,4.510222667,3.9670036,-0.185148953
Rgs10,-0.185176552,1.120080474,0.028441923,0.977726965,0.995582602,-6.24615329,1.314552533,1.15620342,-0.185176552
Eri3,-0.185330316,4.282895865,-1.905299192,0.078321617,0.380053414,-4.591522569,20.07906333,17.658486,-0.185330316
Mnt,-0.185447849,3.5636764,-0.734846718,0.475038434,0.771692387,-5.972843136,13.01036133,11.4410002,-0.185447849
Mta2,-0.185550797,4.90513492,-1.724630488,0.107462201,0.429485594,-4.861599958,32.38487333,28.47645,-0.185550797
Rpa1,-0.185714609,3.41692901,-1.451288771,0.169599028,0.519295296,-5.236946399,10.414123,9.1562372,-0.185714609
Ppid,-0.186130856,4.18029655,-1.44106566,0.172417185,0.522905921,-5.250112687,20.18971667,17.74595,-0.186130856
Ifngr1,-0.186160012,3.608755543,-1.533513616,0.148306529,0.493868127,-5.128660373,12.94272533,11.3759058,-0.186160012
Ticam1,-0.186173706,4.055268654,-0.929278963,0.369106495,0.706884267,-5.814029576,17.62476,15.490996,-0.186173706
Btbd1,-0.186219257,4.50364053,-2.143950993,0.050824733,0.315533277,-4.212702114,24.05567667,21.142678,-0.186219257
Ppip5k2,-0.186266328,3.082701647,-1.542997826,0.146003062,0.490727172,-5.115903059,8.332221333,7.3230002,-0.186266328
Rusc2,-0.186320161,3.023613608,-1.240717704,0.235895269,0.593654167,-5.494008627,7.837175,6.8876582,-0.186320161
1700001P01Rik,-0.186399642,0.39309819,-0.212030387,0.835259502,0.94315889,-6.223352071,0.532265067,0.46775246,-0.186399642
Top1,-0.186405482,3.885906722,-1.216804881,0.244578777,0.599791382,-5.521234955,16.00672133,14.0665872,-0.186405482
Mib2,-0.186462967,3.78207704,-1.587467606,0.135605625,0.477535989,-5.055372704,13.95369,12.26191,-0.186462967
Podxl,-0.186496079,1.530250236,-0.25041452,0.806047501,0.930352212,-6.214206163,2.0589771,1.80930008,-0.186496079
Bet1l,-0.186779321,3.470911902,-1.234312703,0.238196987,0.595458737,-5.501342149,11.213458,9.85175,-0.186779321
Map2k1,-0.186899043,4.962745012,-1.898420214,0.079285551,0.381827248,-4.602089095,33.45448333,29.389494,-0.186899043
Kcmf1,-0.186911572,4.491950779,-2.067042828,0.058519269,0.335801667,-4.337241378,24.06634667,21.141908,-0.186911572
Actr1a,-0.186981828,5.783822421,-1.873572688,0.082857427,0.388188869,-4.640077601,59.32829,52.116434,-0.186981828
Spout1,-0.187014679,3.876826478,-1.649808662,0.122106325,0.456182939,-4.968591246,15.134354,13.2943424,-0.187014679
2510039O18Rik,-0.18714834,5.12783731,-1.396879002,0.185049605,0.537770606,-5.306241558,36.07116667,31.682754,-0.18714834
Csnk2b,-0.187187865,6.193411363,-2.381437181,0.032622213,0.258426246,-3.815606867,78.46144333,68.913948,-0.187187865
Kcnab3,-0.187324562,0.778326603,-0.53298042,0.602733948,0.84057912,-6.101185077,0.823547267,0.72326628,-0.187324562
Fdft1,-0.18741402,5.98171203,-1.055687101,0.309687017,0.658923926,-5.693416355,68.48036,60.137974,-0.18741402
Rps13-ps2,-0.187478391,0.981718412,0.143127726,0.888309239,0.965159358,-6.235981296,1.209872467,1.06243648,-0.187478391
Zfp654,-0.18756794,2.571720639,-1.138252464,0.27486473,0.629544812,-5.607676095,5.706440667,5.0107384,-0.18756794
Atad2b,-0.187590339,2.003837191,-1.203231175,0.249617968,0.606439084,-5.536502365,3.441275333,3.0216844,-0.187590339
Ralbp1,-0.18762184,3.973986615,-1.467140509,0.165305411,0.513768189,-5.216399181,16.35623,14.3616192,-0.18762184
Mfng,-0.187642233,0.840527456,-0.419796103,0.68125605,0.877846296,-6.156007413,0.886449767,0.77833792,-0.187642233
Cnpy4,-0.187659125,2.526249791,-0.884340055,0.392031553,0.722843614,-5.853679766,5.427315667,4.7653418,-0.187659125
Ipo7,-0.187741248,4.523090273,-1.851722024,0.086117781,0.394201982,-4.67324917,25.14151667,22.07373,-0.187741248
Rpn1,-0.18791767,6.31345804,-1.899686953,0.079107244,0.38154446,-4.600144908,86.5295,75.961816,-0.18791767
C4bp,-0.187986097,8.128366513,-1.358615889,0.196596039,0.551056151,-5.353803244,315.3406,276.81552,-0.187986097
Taf10,-0.188079741,4.391266002,-1.580406193,0.137212938,0.479493844,-5.065062081,21.10428333,18.524776,-0.188079741
Sec24d,-0.188103055,5.365167336,-1.223532219,0.242110928,0.598012865,-5.513617799,44.46388333,39.028578,-0.188103055
Snx3,-0.188403196,6.886414639,-2.412220065,0.030776518,0.252143982,-3.762920829,133.1468533,116.84655,-0.188403196
Mex3c,-0.188403369,3.337057965,-1.151922276,0.269397545,0.624643605,-5.592968941,10.45928767,9.178824,-0.188403369
Smtn,-0.188504553,1.715530651,-0.670506911,0.513872385,0.796943659,-6.017905961,2.668637,2.3417686,-0.188504553
Mdm2,-0.188516084,3.987495957,-1.494773271,0.158038792,0.504891043,-5.180202523,17.79088133,15.6116378,-0.188516084
Adh4,-0.188547265,7.56390521,-1.74796245,0.103223355,0.423853428,-4.827629441,199.5448667,175.0984,-0.188547265
Scyl2,-0.188660123,3.012755835,-1.514429439,0.153035334,0.498786889,-5.154165735,7.902144667,6.9335016,-0.188660123
Uba6,-0.18866528,1.514402865,-0.832386247,0.419710978,0.737418689,-5.897341263,2.119347333,1.85955158,-0.18866528
Trir,-0.188666337,7.085513121,-3.204670361,0.006640153,0.124127503,-2.346940659,147.7141667,129.60684,-0.188666337
Vps4a,-0.188721986,4.40193558,-2.160767832,0.049272781,0.311296648,-4.185184332,22.19150667,19.470442,-0.188721986
Fbl,-0.188799394,4.350501144,-1.998564067,0.06626284,0.353600943,-4.446222095,21.18377667,18.58528,-0.188799394
Uprt,-0.188857271,1.040643014,-0.457566587,0.654560377,0.866242891,-6.13911311,1.2257147,1.07531992,-0.188857271
Uhrf1bp1l,-0.188921641,3.756093214,-1.269385368,0.225807542,0.583668864,-5.460821012,13.843938,12.1447496,-0.188921641
Cpn1,-0.189061737,7.799286721,-2.331433433,0.035846882,0.269940775,-3.9006401,246.1813333,215.94436,-0.189061737
Acot7,-0.189156733,4.465170167,-1.510272359,0.154082187,0.49986697,-5.159692074,23.16077667,20.31474,-0.189156733
Sgsm1,-0.189311641,1.054766621,-0.70278275,0.494164084,0.784686082,-5.995778249,1.247201833,1.09382604,-0.189311641
Lrsam1,-0.189312689,2.80049523,-0.971738838,0.34831544,0.691860178,-5.774991632,6.269542333,5.4985356,-0.189312689
Dpf2,-0.189611758,3.699248567,-1.456400828,0.168204299,0.518007545,-5.230337541,13.25578333,11.623223,-0.189611758
H2-D1,-0.189663127,9.293529717,-2.002201259,0.06582895,0.352774024,-4.440481046,695.6680667,609.96902,-0.189663127
Dnajb2,-0.189739084,5.059833668,-1.994916242,0.06670063,0.354828444,-4.451974462,35.63645667,31.244772,-0.189739084
Abhd2,-0.189796128,4.19855331,-0.496899729,0.627274619,0.853259293,-6.120024972,21.50300533,18.8523214,-0.189796128
Ywhab,-0.19010511,6.05393634,-2.510961063,0.025506592,0.229029759,-3.592309028,72.23449,63.316554,-0.19010511
Lratd2,-0.1901944,1.125775255,-0.649233013,0.527108468,0.802605956,-6.03196011,1.2798745,1.12179414,-0.1901944
Pgm2,-0.19021949,2.277565467,-0.757391678,0.461865591,0.763342283,-5.956153758,4.608406333,4.0391408,-0.19021949
Ube2j2,-0.190777428,4.3536023,-1.911617655,0.077445595,0.378034262,-4.581798328,21.37793,18.72992,-0.190777428
Fkbp11,-0.190810248,3.810874644,-1.144800417,0.27223545,0.627011154,-5.60064911,14.492394,12.6969826,-0.190810248
Kirrel,-0.19111439,0.736081826,-0.574246092,0.575270355,0.828528383,-6.078091831,0.7497007,0.65668448,-0.19111439
Mus81,-0.191204101,2.570604364,-1.978179213,0.068743482,0.359231526,-4.478296926,5.234612667,4.5848632,-0.191204101
Surf6,-0.191264469,3.226898269,-1.569249239,0.139785818,0.483076166,-5.080311789,9.344682667,8.1844258,-0.191264469
Supt5,-0.191292973,5.147910375,-1.371279902,0.192710947,0.54580051,-5.338170408,38.54206,33.755924,-0.191292973
Tysnd1,-0.191415463,6.223267867,-1.619167811,0.128588266,0.464273926,-5.011520283,76.58932333,67.0728,-0.191415463
N4bp1,-0.191612932,2.43176776,-1.292831793,0.217814654,0.574447328,-5.433240376,5.011767667,4.3884352,-0.191612932
Cdkn2d,-0.191893345,2.43566374,-0.595369783,0.561470826,0.820319482,-6.065637456,5.493813667,4.8095924,-0.191893345
Ip6k2,-0.192033153,2.960409778,-0.798814848,0.438262686,0.750717861,-5.924290603,8.297160667,7.2630956,-0.192033153
Mtmr6,-0.19213619,3.667866501,-1.276169255,0.223471256,0.580370405,-5.452881145,13.195456,11.5500974,-0.19213619
Dnttip2,-0.192145337,3.864213062,-1.270755133,0.225334253,0.58295474,-5.459220486,15.43388167,13.5093252,-0.192145337
Rela,-0.19222149,5.891827242,-1.486499161,0.16018588,0.508878412,-5.191091016,64.60382667,56.544948,-0.19222149
Nup107,-0.192322243,2.105420093,-1.277517668,0.223009182,0.579886325,-5.45129905,3.650417333,3.19483,-0.192322243
Me1,-0.192562771,6.027223798,-0.877823557,0.395434327,0.723621003,-5.859285167,71.58161667,62.637488,-0.192562771
D11Wsu47e,-0.192646254,2.81071961,-0.779907114,0.44893927,0.755653253,-5.939026221,6.449832,5.6435984,-0.192646254
Rnf10,-0.192749497,5.715566702,-2.098651476,0.05523464,0.327363103,-4.286322037,56.05440667,49.044056,-0.192749497
Atp2c1,-0.192911217,3.244691638,-1.792357976,0.095565045,0.412027398,-4.76222404,9.758606667,8.5372058,-0.192911217
Prr14l,-0.193020238,2.437622892,-1.057707159,0.308797798,0.658679174,-5.691382914,4.971652667,4.349065,-0.193020238
Katna1,-0.193028652,3.554718127,-1.658935261,0.120231392,0.452890502,-4.955703357,11.61252933,10.158262,-0.193028652
Ppard|1810013A23Rik,-0.193280156,2.715056206,-1.087772376,0.295785208,0.64746278,-5.660734143,6.158299333,5.3861404,-0.193280156
Ilf3,-0.193344863,2.538676187,-1.51441952,0.153037825,0.498786889,-5.154178934,5.334546,4.6654642,-0.193344863
Gm25135,-0.193351724,0.787093571,0.159516508,0.875630156,0.960813863,-6.233419624,1.205280133,1.05410368,-0.193351724
Smpd1,-0.193418128,5.445634683,-1.69216784,0.113614893,0.439779578,-4.908389706,47.54045,41.57561,-0.193418128
Tm7sf2,-0.193448299,5.566767577,-1.446640436,0.17087561,0.521451263,-5.242941268,48.68336667,42.574236,-0.193448299
Sertad2,-0.193464119,3.15939708,-1.231727417,0.239131033,0.595703737,-5.504293745,9.107304667,7.9643688,-0.193464119
Sec11a,-0.193491357,4.546860339,-1.594029235,0.134126614,0.475275038,-5.046343146,24.87912,21.756464,-0.193491357
Setd5,-0.193564551,2.600071758,-1.636100068,0.12497037,0.460994838,-4.987862597,5.746152,5.0246796,-0.193564551
Gm6733,-0.193589046,0.702203256,-0.405705883,0.69133246,0.881181424,-6.161947369,0.6271219,0.54837274,-0.193589046
Smim27,-0.193695211,1.538998671,-0.561228224,0.583862796,0.834593153,-6.085554101,2.0435561,1.7868105,-0.193695211
Caml,-0.193875312,4.755937633,-2.07360859,0.057822463,0.334256035,-4.326695594,28.88126667,25.249568,-0.193875312
Mest,-0.193914303,0.776363863,-0.668706765,0.514984887,0.797890714,-6.019111582,0.9276154,0.81094972,-0.193914303
Zfp142,-0.193930649,1.457968029,-0.788874723,0.443855156,0.752797717,-5.932077338,1.983420333,1.733947,-0.193930649
Tmsb4x,-0.194019191,6.663675111,-0.71583825,0.486321676,0.7801861,-5.986553787,116.30802,101.672632,-0.194019191
Rprd2,-0.194096052,2.49636351,-1.393088364,0.186168009,0.539236525,-5.310997015,5.154589333,4.5057318,-0.194096052
Nkiras2,-0.194110836,3.290520258,-2.131830021,0.051971453,0.318165652,-4.232473756,9.095330667,7.9503328,-0.194110836
Nans,-0.194153716,3.403897236,-1.365374372,0.194514773,0.548413036,-5.345473848,10.79204767,9.4331722,-0.194153716
Lmtk2,-0.194173866,2.832554368,-0.869604644,0.399754348,0.725623744,-5.866302458,7.038363,6.152045,-0.194173866
Lypla2,-0.194196914,5.921854102,-2.442128593,0.029079062,0.244818277,-3.711495463,64.54686,56.417784,-0.194196914
Dtnb,-0.194567729,2.991280631,-1.764822934,0.100252997,0.418946683,-4.802906991,7.747209333,6.7697802,-0.194567729
1110006O24Rik,-0.194591821,1.302327918,-0.381019247,0.709133523,0.889067105,-6.171877286,1.602872533,1.40062222,-0.194591821
Rgs4,-0.194701933,0.602676548,-0.49106609,0.631287057,0.854706593,-6.122951839,0.656416033,0.57354574,-0.194701933
Tbpl1,-0.19472331,2.728025946,-1.223864401,0.241989579,0.598012865,-5.513240818,6.571324,5.7416316,-0.19472331
Arhgdia,-0.194728967,6.851259779,-1.484217057,0.160782378,0.509410304,-5.194086696,127.6167733,111.5035,-0.194728967
Zfyve16,-0.194908461,1.380172298,-1.062246092,0.306806649,0.657067705,-5.686801997,1.848651667,1.61503446,-0.194908461
Gfus,-0.195139732,4.564887651,-2.157411332,0.04957896,0.312107139,-4.190684588,24.24147667,21.174646,-0.195139732
Srms,-0.195157996,0.862244269,-0.555383086,0.587742454,0.836206154,-6.088851708,0.9651719,0.84305568,-0.195157996
Zfp592,-0.195342411,3.571764015,-1.299040009,0.215736624,0.573103584,-5.42587232,12.416969,10.8445534,-0.195342411
Gpr137,-0.195420377,4.079400243,-1.735230863,0.105517682,0.426909307,-4.84620115,17.11800667,14.94947,-0.195420377
Ifi213,-0.195420578,0.715251603,-0.598323625,0.559555458,0.81949125,-6.063861924,0.809120967,0.70662012,-0.195420578
Clcn3,-0.195547199,2.99538087,-1.647024351,0.122683368,0.456946933,-4.972513859,7.615484,6.6501576,-0.195547199
Map3k2,-0.195570244,2.697115082,-0.91022049,0.37871345,0.713800184,-5.831056282,6.633521333,5.7925744,-0.195570244
Lonrf3,-0.195719929,1.256039465,-0.61607334,0.548120842,0.814237476,-6.053017872,1.44175945,1.258853632,-0.195719929
Nxf1,-0.195729429,5.059653965,-2.044729954,0.060945665,0.342638138,-4.372955317,36.81317,32.142732,-0.195729429
Hat1,-0.195761532,2.826909604,-1.217218914,0.244426327,0.599647979,-5.52076712,6.797821,5.9352584,-0.195761532
Acyp2,-0.19586792,1.924940876,-0.552986339,0.589337109,0.836631757,-6.090194347,3.153115667,2.7528198,-0.19586792
Pkn1,-0.195934184,2.052641173,-0.61334206,0.549871966,0.81460946,-6.05470601,3.458802,3.0195598,-0.195934184
Ptpn11,-0.195951536,4.565609634,-1.093600579,0.293310657,0.645159916,-5.654709979,24.702646,21.5653338,-0.195951536
Pals2,-0.196437027,4.377308633,-2.827677129,0.01385317,0.172313993,-3.031554457,22.10434,19.290528,-0.196437027
Zfp637,-0.196481602,3.231485331,-1.452748211,0.169199865,0.519041428,-5.235061338,9.098724333,7.9402404,-0.196481602
Birc2,-0.196489653,3.652929284,-1.541075764,0.146467402,0.491057146,-5.118492817,13.37543433,11.6723584,-0.196489653
Abcb10,-0.196531731,4.328168389,-1.557854239,0.142456162,0.485666259,-5.095811232,19.86883333,17.338456,-0.196531731
Eif2b1,-0.196559329,4.54531658,-1.657691229,0.120485475,0.453429497,-4.957462792,24.99876667,21.814654,-0.196559329
Ppfia1,-0.19659485,2.879419987,-1.686581644,0.114704282,0.44133188,-4.916384699,6.94782,6.0627214,-0.19659485
Madd,-0.196695898,2.794124686,-1.138506359,0.274762422,0.62953645,-5.607404239,6.381397333,5.5680666,-0.196695898
2310061I04Rik,-0.196785539,4.838952456,-1.784038288,0.096960497,0.41403147,-4.774556294,29.69513333,25.908778,-0.196785539
Ubr5,-0.19680051,4.315462995,-1.514331625,0.153059896,0.498786889,-5.154295888,20.83817667,18.180962,-0.19680051
Olfr1034,-0.196895135,1.497373973,-0.489077635,0.63265752,0.854706593,-6.123941881,2.2529152,1.96550206,-0.196895135
Zfp612,-0.196898352,2.73018447,-1.605776996,0.13151333,0.469781291,-5.030114782,6.458460667,5.6345172,-0.196898352
Tmx4,-0.1969041,2.469255895,-1.310008703,0.212104067,0.570224622,-5.412788251,5.425724333,4.7335142,-0.1969041
Acnat2,-0.196943944,5.489801187,-0.59338396,0.562760482,0.821050054,-6.066826442,61.77286967,53.8904416,-0.196943944
Scaf1,-0.196961684,4.927555057,-1.488120645,0.159763188,0.507820125,-5.188960546,31.86365667,27.797404,-0.196961684
Arhgef11,-0.196998607,3.202274799,-0.715703233,0.486402394,0.7801861,-5.986649987,9.031311333,7.8785868,-0.196998607
Ptpn12,-0.197024242,4.055585858,-1.476913801,0.162703883,0.511820389,-5.203651666,18.73054,16.33955,-0.197024242
Snx25,-0.197058732,2.861674029,-1.167310724,0.263342929,0.61923072,-5.576242112,7.203190333,6.2835388,-0.197058732
Ctdp1,-0.197075247,2.847144287,-1.430157583,0.175467076,0.526648829,-5.264087006,6.575221667,5.735679,-0.197075247
