,logFC,AveExpr,t,P.Value,adj.P.Val,B,Mean_NT,Mean_Angptl3,log2FC_Angptl3_vs_NT
Snord32a,1.12160522,1.528157041,0.864415895,0.402497889,0.726648474,-5.870702361,1.133584,2.4665534,1.12160522
Gdf6,1.117092583,0.517178918,2.105112916,0.054584592,0.326353395,-4.27586692,0.242098533,0.52513448,1.117092583
Gm13056,1.113872278,0.695723811,1.664608875,0.119078519,0.450142197,-4.947668375,0.333643533,0.72209058,1.113872278
Gm6394,1.113801377,0.335589738,0.790322196,0.443037969,0.752763819,-5.930948945,0.174281667,0.3771719,1.113801377
AA413626,1.113234595,0.299749671,1.096734114,0.291986627,0.644751396,-5.651460037,0.165001567,0.3569481,1.113234595
Cldn1,1.112703699,4.43709449,5.6823374,6.57E-05,0.018805877,1.988588178,14.05523,30.39451,1.112703699
Igkv12-41,1.108152142,0.413693111,1.064874478,0.305657964,0.656020388,-5.684141775,0.2395745,0.51644922,1.108152142
Fxyd7,1.103144056,0.699929832,1.15360346,0.268730941,0.623643719,-5.591150308,0.3157085,0.6782124,1.103144056
Gm13203,1.102920538,1.348812485,2.528241038,0.024678298,0.226050951,-3.562214666,0.860573833,1.84841848,1.102920538
Tbc1d10c,1.101752286,0.76696944,1.652508206,0.121549107,0.455167167,-4.96478395,0.44718886,0.959735286,1.101752286
Slc22a21,1.10118964,0.600338512,2.716233972,0.01719191,0.193136462,-3.230867034,0.319539743,0.685513474,1.10118964
Fads3,1.101040313,2.8062565,2.897256651,0.012100464,0.16445806,-2.906240934,3.310574333,7.1014904,1.101040313
Ccdc69,1.098920461,0.745399198,2.047932072,0.060591839,0.341400905,-4.36784194,0.484648,1.03808866,1.098920461
Ogn,1.097899835,0.864437919,2.382482241,0.032557858,0.25841299,-3.81382235,0.5541042,1.18602058,1.097899835
Atxn1,1.09763695,2.404186592,2.655212487,0.019340512,0.203248897,-3.33915595,3.794604667,8.1206012,1.09763695
Eef1akmt2,1.096717011,1.873137023,4.985137663,0.000224616,0.031959743,0.841929622,1.631581333,3.4894216,1.096717011
4931422A03Rik,1.09572714,1.191342458,3.755442681,0.00226888,0.078338697,-1.337404816,0.766665933,1.63852436,1.09572714
Ppbp,1.095434204,1.023389157,2.354026544,0.034354056,0.26485523,-3.862306048,0.836923133,1.78831544,1.095434204
Gm16580,1.09183298,1.175037996,2.666050237,0.018940716,0.201827547,-3.319971145,0.7530249,1.60503244,1.09183298
Lncbate1,1.09098658,2.052331733,2.368983728,0.033398481,0.260851535,-3.836849247,2.027235033,4.31840916,1.09098658
Ap1s3,1.086253584,0.397048144,1.950206515,0.072285788,0.368562216,-4.522026741,0.209110183,0.443986838,1.086253584
Krt19,1.084379075,0.714240724,1.997772095,0.066357663,0.353600943,-4.447471445,0.474845467,1.00689208,1.084379075
Rnf138rt1,1.083884552,0.565708346,0.612728575,0.550265716,0.81460946,-6.055084217,0.406051167,0.86072125,1.083884552
Gsta2,1.08373102,3.964212611,3.050454262,0.008975795,0.142659566,-2.628457984,9.1670354,19.42962652,1.08373102
Ihh,1.082708434,2.057069024,2.852687741,0.013196165,0.169648523,-2.986580522,1.7813203,3.77285168,1.082708434
4933411K16Rik,1.082028286,2.782055563,2.996463011,0.009973354,0.149741113,-2.726613218,4.057971667,8.5907678,1.082028286
Ube4bos3,1.079191375,0.906112426,2.041429906,0.061312304,0.34333814,-4.378220859,0.601345867,1.27055452,1.079191375
Cc2d2a,1.077417624,0.776212317,2.857350138,0.013077119,0.169648523,-2.97818764,0.403402533,0.85128238,1.077417624
H1f10,1.076947916,0.551627796,1.191325417,0.254104162,0.610017983,-5.549781104,0.40322598,0.850632816,1.076947916
Gm10131,1.076689053,0.565817952,2.055090785,0.059807663,0.339107219,-4.35639587,0.344926367,0.72751524,1.076689053
Afp,1.076590614,1.760944581,4.256428143,0.000867749,0.054395806,-0.430316539,1.556907,3.2835886,1.076590614
2610008E11Rik,1.075337326,1.639074248,5.915948694,4.42E-05,0.015396907,2.355643992,1.329643333,2.801844,1.075337326
Igkv8-19,1.074454511,0.546200076,0.945711854,0.360959709,0.700195245,-5.799100994,0.2838989,0.59786998,1.074454511
Nol3,1.073607002,0.572702606,1.676013186,0.116790336,0.445983923,-4.931464267,0.239100467,0.5032321,1.073607002
Gm10060,1.073383588,3.06525397,2.702548465,0.017652575,0.195171195,-3.255209286,4.786157333,10.0718124,1.073383588
Chn1os3,1.073007732,1.088554702,2.449003202,0.028701754,0.242894149,-3.69964321,0.7465696,1.5706442,1.073007732
Cd207,1.072937788,2.691673542,2.620658645,0.02067066,0.208372013,-3.400177123,4.039522333,8.497995,1.072937788
Gjc3,1.069893018,1.031079821,2.728773587,0.016780123,0.191730796,-3.208535743,0.7817037,1.64101314,1.069893018
Fzd6,1.068163266,0.67212876,2.58906848,0.02196403,0.214300424,-3.455762721,0.383909057,0.804966008,1.068163266
Mdk,1.067634187,0.961525406,3.246837625,0.00611461,0.119872976,-2.269743324,0.631740933,1.32412484,1.067634187
Gm16740,1.065617171,0.983911825,2.466367159,0.027769514,0.240007987,-3.669654829,0.557411133,1.16669778,1.065617171
Cyp3a59,1.064592059,4.279613253,3.810233881,0.00204052,0.074830801,-1.237347259,12.367149,25.8668614,1.064592059
Gm7019,1.064490129,0.707626683,0.895601986,0.386197625,0.719362021,-5.843905915,0.471481433,0.9860707,1.064490129
Inmt,1.063073621,8.222600263,2.76934438,0.015512737,0.184849248,-3.136113278,157.4302167,328.931254,1.063073621
Cyp2u1,1.062169876,3.774336065,2.966284637,0.010577983,0.154085117,-2.781362445,9.107976,19.0180888,1.062169876
Hsd3b7,1.059884862,0.835127651,3.214064895,0.006519288,0.123976998,-2.329748189,0.511725,1.06682644,1.059884862
Lnx1,1.058355158,0.773549284,2.630532766,0.020281757,0.207068624,-3.382762716,0.513199,1.06876556,1.058355158
Tnnt1,1.058264996,0.569369476,1.985640064,0.067825868,0.357399598,-4.466577581,0.347759633,0.724183586,1.058264996
Lefty1,1.055749026,0.705371137,1.807789519,0.093024068,0.408384301,-4.739259425,0.3877749,0.80610538,1.055749026
Cyp2d35-ps,1.054269452,0.94971105,1.393854091,0.185941638,0.538703108,-5.310037157,0.5775127,1.1993012,1.054269452
Gm29642,1.05112259,0.539426499,1.305422836,0.213616763,0.57174338,-5.418268782,0.279162833,0.57846492,1.05112259
Pde6g,1.050912131,0.561366719,1.740834487,0.10450237,0.426010297,-4.838037385,0.267268233,0.55373684,1.050912131
B9d1,1.050636121,0.492556081,2.082240714,0.056918038,0.331987204,-4.312805831,0.2445194,0.506508,1.050636121
Osbpl3,1.050619603,0.756999864,0.977061231,0.345768807,0.689314257,-5.769991671,0.278452837,0.576792576,1.050619603
Hamp,1.046197989,10.70994276,2.979759453,0.010303659,0.152686436,-2.756927389,1156.1585,2387.56032,1.046197989
Zfp105,1.045699111,0.720316834,2.585875272,0.022099044,0.215124334,-3.461370328,0.438197,0.9045992,1.045699111
Map2k6,1.044102948,2.0493748,2.697484423,0.017826066,0.196117464,-3.264208638,1.669665633,3.44299042,1.044102948
H2bc21,1.043668351,1.519422875,3.938568396,0.001592908,0.069119624,-1.003664569,1.194172667,2.4617424,1.043668351
Bvht,1.043463355,2.059583105,4.498234468,0.00055035,0.047080701,-0.000840087,2.372892333,4.890934,1.043463355
Dgke,1.03921037,0.762220792,3.336416575,0.005132235,0.110306091,-2.10554694,0.503943967,1.03565652,1.03921037
Gm12286,1.038916173,0.483538455,1.278712358,0.222600422,0.579523987,-5.449896237,0.207416033,0.4261743,1.038916173
Cavin3,1.035532895,0.493604779,1.488492043,0.159666503,0.50775611,-5.188472335,0.264374523,0.541933584,1.035532895
Arl4d,1.034460346,4.567215849,3.436651096,0.004219467,0.102208563,-1.921637205,17.56285667,35.97483,1.034460346
Mir7051,1.033218766,0.866923859,0.483937106,0.636206934,0.855831443,-6.12648338,0.547186,1.1198628,1.033218766
Dock7,1.032983281,1.437832175,5.602301602,7.54E-05,0.01924562,1.860813555,1.194218133,2.44367032,1.032983281
Guca1a,1.029398376,1.495252684,2.265299418,0.040577976,0.283756783,-4.011992758,1.119772433,2.28564912,1.029398376
Mup11,1.025316784,8.282133099,2.354798628,0.0343041,0.26485523,-3.860993499,224.9594333,457.88384,1.025316784
4930451E10Rik,1.020920203,0.48988608,1.355509399,0.197558757,0.551733294,-5.357621413,0.297849,0.60439902,1.020920203
Rbm43,1.015310983,2.133475417,4.830894176,0.000297406,0.037487936,0.578417656,2.420263333,4.8921716,1.015310983
Smpd3,1.014785631,2.128847161,2.221311836,0.044044694,0.294587958,-4.085310448,2.258141967,4.5628076,1.014785631
Izumo4,1.014274071,2.892629311,6.005232609,3.80E-05,0.015006472,2.49359314,3.985434667,8.0501248,1.014274071
Gm32511,1.010128393,1.415715516,1.943015265,0.073222959,0.370094316,-4.533214784,1.141711033,2.29950916,1.010128393
Ankrd61,1.009622224,0.671387608,1.892353656,0.080144542,0.383449857,-4.611389984,0.3984946,0.80232258,1.009622224
Mterf2,1.009305006,1.366236078,4.789461602,0.000320864,0.037487936,0.507067091,1.090694033,2.19550292,1.009305006
H4c14,1.0073814,0.764145468,1.807375807,0.093091396,0.408443496,-4.739876618,0.499095637,1.003311504,1.0073814
2610528J11Rik,1.005540662,3.744729986,4.064425623,0.001251025,0.061808861,-0.775610474,7.833659333,15.7276046,1.005540662
Gm7463,1.004913506,4.650923096,5.253565092,0.000138837,0.026128846,1.292250455,16.95024433,34.0161432,1.004913506
Spata2l,1.004635625,4.013660658,3.358365869,0.004916716,0.108371562,-2.065284964,10.10358933,20.2722122,1.004635625
Etaa1os,1.00375835,0.978175424,2.743931188,0.016295202,0.189053973,-3.181508256,0.6447992,1.2929623,1.00375835
Mir7026,1.003294621,2.593461207,0.999434405,0.335208629,0.680964693,-5.748717029,4.621347667,9.2638266,1.003294621
Wnt4,1.002368273,1.049007891,2.721276505,0.017025147,0.193136462,-3.221890088,0.6946938,1.39167024,1.002368273
Fgfbp3,1.001432819,0.527523536,1.134028234,0.276571163,0.631024234,-5.612191873,0.25655614,0.513622134,1.001432819
Zfp956,1.001227832,1.736137995,4.108366824,0.001150201,0.059726347,-0.696290246,1.581299333,3.1652914,1.001227832
Paqr7,0.99961399,4.590733701,2.966454093,0.010574489,0.154085117,-2.781055268,14.76368667,29.519474,0.99961399
Trim72,0.998872553,0.917628198,2.153916799,0.049899617,0.313094971,-4.196406846,0.544389667,1.0879288,0.998872553
Lcn8,0.998633496,0.736554071,1.133095262,0.276949132,0.631123894,-5.613187385,0.447920033,0.89499194,0.998633496
Sp5,0.998462468,2.251091488,2.958102048,0.010748077,0.155694618,-2.79619188,2.482801,4.9603128,0.998462468
Fam118a,0.995688567,0.701434285,2.554438768,0.023471778,0.219998857,-3.516463504,0.428476933,0.85439672,0.995688567
Nr0b2,0.994966352,5.463568671,2.103049864,0.054791368,0.326675835,-4.279206782,29.65947333,59.11234,0.994966352
Cbx2,0.993167257,2.502888756,3.615749527,0.002975955,0.087914662,-1.593097245,3.147171667,6.2646032,0.993167257
Chad,0.989972122,2.917640494,6.323283099,2.25E-05,0.012019647,2.974448902,4.319261,8.5786856,0.989972122
Stx1b,0.987581161,1.19489382,2.623853327,0.020544049,0.208078796,-3.394544899,0.811160933,1.60841672,0.987581161
Mn1,0.987387388,2.525222179,3.644555747,0.002813804,0.086000015,-1.540313679,3.246482333,6.436448,0.987387388
Sucnr1,0.986593046,4.563608752,2.524932714,0.024834847,0.226549187,-3.567981539,14.30697767,28.3492778,0.986593046
Mgp,0.985814519,0.773531185,1.546210901,0.145229635,0.489804599,-5.111568865,0.488583593,0.96760615,0.985814519
Bcas3os2,0.985291649,0.554630208,1.471529893,0.164132727,0.513388541,-5.210681458,0.3402063,0.673511,0.985291649
Trgc2,0.985262995,0.81850863,0.521648225,0.61038977,0.845613791,-6.107238721,0.484281867,0.9587203,0.985262995
Zfp647,0.984711979,0.665100554,2.257343757,0.041185302,0.28690329,-4.025298523,0.367337323,0.726930516,0.984711979
Btc,0.98464583,0.690832376,2.508771039,0.025613459,0.229549834,-3.596118304,0.3882729,0.76832508,0.98464583
Smim5,0.984576264,0.578830658,2.33258773,0.035769143,0.269908332,-3.89868511,0.3868573,0.76548694,0.984576264
Ndufs6b,0.981461654,1.676210939,1.535705218,0.147771516,0.49316425,-5.125717238,1.133288033,2.23763734,0.981461654
Wdr93,0.981450345,0.601688346,1.559405963,0.142089978,0.485666259,-5.093705101,0.348395807,0.687889868,0.981450345
Ajuba,0.980823046,2.735628882,4.871367601,0.000276206,0.037104606,0.647887556,3.610242333,7.1251418,0.980823046
Gm11951,0.97972145,0.283839488,0.648472717,0.527585074,0.80298637,-6.032454533,0.2183004,0.43050686,0.97972145
Gm16104,0.979353626,0.785328627,0.786826644,0.44501306,0.75381692,-5.933670731,0.514237633,1.0138616,0.979353626
Zfp977,0.977760332,0.833750443,1.652911121,0.121466131,0.45506905,-4.964215354,0.45832619,0.902630208,0.977760332
Gnpda2,0.972469978,0.73315552,3.047529968,0.009027197,0.142934352,-2.633780563,0.431726533,0.84713256,0.972469978
Accs,0.97089877,0.878055551,2.687661154,0.018167354,0.197367513,-3.281653129,0.5373274,1.05319464,0.97089877
Cpsf4l,0.970159653,2.854781449,3.583244077,0.003170331,0.090112132,-1.652686364,3.879268,7.5997086,0.970159653
Marveld2,0.966805259,3.149533072,4.317108075,0.000773594,0.053209971,-0.321939538,5.782489,11.3019192,0.966805259
Gse1,0.966697841,2.699547413,3.582989993,0.0031719,0.090112132,-1.653152252,3.808290667,7.4427792,0.966697841
Gm15706,0.966477301,0.933795994,1.593245119,0.134302622,0.475557026,-5.047423493,0.570185133,1.11417792,0.966477301
Nbl1,0.965093022,0.473984388,0.975822703,0.346360228,0.689844455,-5.771157273,0.230894563,0.450749918,0.965093022
Ccdc166,0.964856005,1.557768093,3.209081247,0.006583129,0.124127503,-2.338869009,1.348864667,2.63280672,0.964856005
Cited2,0.962946681,4.801930047,4.531262529,0.000517423,0.046799837,0.057300433,18.38361,35.834936,0.962946681
Dclk3,0.9618003,3.368456656,3.301766439,0.005491926,0.113045098,-2.169086203,6.630386,12.9142608,0.9618003
Bach2,0.960088366,1.202503349,3.546689939,0.003404317,0.09303188,-1.719725717,0.8615705,1.67612428,0.960088366
Rps15a-ps5,0.957914205,0.607213582,1.374064354,0.191865207,0.545581209,-5.3347187,0.438562467,0.85190736,0.957914205
Ighv2-2,0.956669789,0.660490047,0.913620722,0.376986994,0.712620886,-5.828041239,0.498858633,0.96819714,0.956669789
4833411C07Rik,0.956438262,2.915322975,3.087044635,0.008356676,0.141068642,-2.561803418,4.592396333,8.9116058,0.956438262
Gm9396,0.952820988,0.690909137,1.04335943,0.315154444,0.66523338,-5.705754719,0.258569267,0.5005006,0.952820988
Prox2,0.952527626,0.961398664,2.232222627,0.043159713,0.293136913,-4.067182266,0.596694967,1.15476008,0.952527626
Gm5356,0.952278563,0.521910214,1.300132257,0.215372675,0.573063493,-5.424573208,0.2802521,0.54226714,0.952278563
Ntrk2,0.94984302,0.68883185,1.402576352,0.18337906,0.536270293,-5.299076197,0.407174667,0.78652402,0.94984302
Tnfsf10,0.948208351,1.910030909,2.60930851,0.021126633,0.210404536,-3.420171372,1.970502567,3.80203544,0.948208351
Spns2,0.945481115,4.182011107,3.659039538,0.002735687,0.085153255,-1.513783805,11.50689467,22.1603346,0.945481115
Zfp467,0.943829606,3.708032885,3.992989953,0.001434662,0.065157153,-0.904903153,7.549732,14.5228736,0.943829606
Zfp157,0.942031288,1.063016146,4.307177922,0.000788252,0.053225755,-0.339648853,0.7147307,1.37316306,0.942031288
Dnajc28,0.940947532,2.662702364,4.677283491,0.000394506,0.040602307,0.312722923,3.483811,6.688181,0.940947532
Asic1,0.940829012,0.737775967,2.218968189,0.044237,0.294959556,-4.089199341,0.403422033,0.77442144,0.940829012
Sox9,0.940535995,3.064050404,3.382582084,0.00468947,0.106869678,-2.020856092,5.147729667,9.8797346,0.940535995
9030619P08Rik,0.94027547,2.960086226,1.94888828,0.072456759,0.368991685,-4.524079302,5.075192667,9.7387598,0.94027547
Rab11fip4,0.9382824,1.313228709,2.519694786,0.025084661,0.227042871,-3.577106986,1.188650267,2.27774572,0.9382824
Smim6,0.938008777,1.211127934,2.474803694,0.02732712,0.237244019,-3.655058107,0.902310767,1.72872104,0.938008777
Iglc1,0.936908126,1.224171274,0.941443491,0.363063629,0.702245838,-5.803000561,0.749430267,1.43472504,0.936908126
Rpl21-ps8,0.936620027,0.585823398,1.102351033,0.289624489,0.642350198,-5.645615165,0.3639679,0.69664866,0.936620027
4930539J05Rik,0.935782898,0.641817326,2.058459732,0.059441874,0.338270365,-4.35100235,0.36601914,0.70016842,0.935782898
Wdr5b,0.935049075,1.550218483,3.48646289,0.003828543,0.098309596,-1.830225754,1.271957167,2.43192572,0.935049075
Atoh8,0.934734955,3.391102262,3.563374459,0.003295425,0.092634842,-1.689123486,7.686683,14.6933976,0.934734955
Obox4-ps1,0.934733809,1.142002692,1.474740111,0.1632795,0.512527613,-5.206492057,0.7736941,1.4789456,0.934733809
Gm12354,0.934391972,2.60228387,2.55823994,0.023301516,0.219998857,-3.509812899,3.562073,6.8074244,0.934391972
Gm18959,0.934229384,1.156697717,1.832009101,0.089157684,0.3994402,-4.702982913,0.821897267,1.57053856,0.934229384
Acta2,0.932234688,1.353481164,2.412937464,0.030734716,0.252143982,-3.761690002,1.614809167,3.08142648,0.932234688
Per3,0.931084462,3.524643275,5.091373885,0.000185461,0.029585691,1.021435389,6.872190333,13.1032652,0.931084462
Tfap4,0.930870127,2.266785837,3.112177616,0.007956194,0.13662463,-2.515964318,2.919322,5.5654698,0.930870127
B930025P03Rik,0.926589565,0.900333162,1.578625502,0.137620833,0.479807212,-5.06750088,0.628931267,1.19545832,0.926589565
Mfsd4b4,0.92556472,1.846015255,5.550987871,8.24E-05,0.0198418,1.778354855,1.661941,3.1567366,0.92556472
Ttbk1,0.924982972,1.045330919,2.324469623,0.036319289,0.271217083,-3.912426315,0.6778455,1.28699938,0.924982972
Cabcoco1,0.924597575,1.123086732,2.562393185,0.023116847,0.219833975,-3.502542791,0.6831785,1.29677848,0.924597575
Gm12669,0.923783757,0.837368936,2.047107962,0.06068272,0.341733171,-4.369158325,0.545417767,1.03470346,0.923783757
Gpcpd1,0.922058259,4.761545342,4.984621517,0.000224825,0.031959743,0.841053484,16.48220533,31.2307572,0.922058259
Zfp763,0.921306646,1.026649305,3.527090989,0.003536885,0.095026781,-1.755679417,0.726539033,1.37594124,0.921306646
P2ry4,0.920083265,1.74765811,2.938205542,0.011173026,0.158082217,-2.832222044,1.458163067,2.75917188,0.920083265
D630039A03Rik,0.919692827,3.587222244,3.83483731,0.001945727,0.072819247,-1.192469458,6.955562,13.1579234,0.919692827
Gas1,0.918272123,2.682446814,2.882644593,0.012449445,0.165935691,-2.932607148,4.144299,7.8321056,0.918272123
Mir1968,0.917604328,3.713904866,2.290247285,0.038727823,0.278796816,-3.970141024,9.580783,18.0978686,0.917604328
Fundc2,0.916948757,2.214957245,4.088598795,0.001194487,0.060722984,-0.731953855,2.516902,4.7522074,0.916948757
4930556N13Rik,0.916151308,1.182144285,2.762186307,0.015729337,0.186039836,-3.148909606,0.980887533,1.85100776,0.916151308
Gm36435,0.916037033,0.989058584,1.935459498,0.074219542,0.373187384,-4.5449458,0.723097667,1.36443102,0.916037033
C920006O11Rik,0.913077166,2.335044079,2.834291568,0.013676355,0.171640559,-3.019668439,2.756909333,5.1914192,0.913077166
Gm35315,0.913026044,1.609671753,3.69012896,0.002575353,0.082372573,-1.456862087,1.322706367,2.49064408,0.913026044
Thumpd2,0.911572203,1.725544995,4.378200201,0.000689387,0.05170568,-0.213222686,1.597798333,3.0056094,0.911572203
Mir1964,0.910858859,0.677738607,0.859639877,0.405034295,0.728435192,-5.874731544,1.265573333,2.379486,0.910858859
Gpr17,0.909657316,1.016000894,2.526982557,0.024737736,0.226050951,-3.564408663,0.773351167,1.4528169,0.909657316
Mid1ip1,0.909312544,6.548599363,2.862125205,0.012956291,0.168550643,-2.96958908,58.18468,109.279576,0.909312544
Efna5,0.905824813,1.841989597,3.480725051,0.003871646,0.098489858,-1.840754989,1.854425333,3.4744798,0.905824813
